timePeriod,currentTemperature,currentHumidity,currentCO2,currentLight,currentNoise,maxTemp,minTemp,meanTemp,maxHumidity,minHumidity,meanHumidity,maxCO2,minCO2,meanCO2,maxLight,minLight,meanLight,maxNoise,minNoise,meanNoise,rating
2026-10-30 05:07:00 to 2026-10-30 05:37:00,23,58,1117,806,57,26,23,24.19,66,56,60.1,1283,775,932.35,809,790,800.87,69,52,61.42,3
2026-10-30 17:14:00 to 2026-10-30 17:44:00,26,49,904,428,66,27,24,25.55,51,42,46.48,1262,757,935.48,431,412,421.84,68,49,58.48,2
2026-10-30 18:44:00 to 2026-10-30 19:14:00,18,36,620,218,32,18,18,18.0,36,34,34.93,736,559,609.47,228,209,216.93,48,29,39.6,4
2026-10-31 06:55:00 to 2026-10-31 07:25:00,22,56,578,423,66,23,22,22.04,61,56,57.73,827,478,592.58,443,423,431.62,69,49,58.65,3
2026-11-02 17:01:00 to 2026-11-02 17:31:00,24,44,882,463,27,24,23,23.19,50,43,45.1,902,503,625.48,482,462,470.03,47,27,36.16,4
2026-11-03 02:37:00 to 2026-11-03 03:07:00,21,38,567,223,77,21,21,21.0,38,38,38.0,598,516,549.88,238,221,229.25,80,61,69.12,2
2026-11-05 15:00:00 to 2026-11-05 15:30:00,25,58,1303,725,55,26,21,23.42,65,42,54.65,2056,922,1337.87,728,708,719.42,70,50,60.29,1
2026-11-07 14:51:00 to 2026-11-07 15:21:00,23,58,650,219,59,24,23,23.14,58,55,57.05,753,456,563.0,235,217,224.55,59,41,49.73,5
2026-11-09 17:23:00 to 2026-11-09 17:53:00,23,57,1468,424,44,23,20,21.74,58,46,52.35,1468,782,1026.39,429,409,420.06,61,44,54.1,2
2026-11-10 18:53:00 to 2026-11-10 19:23:00,18,58,1095,267,46,19,18,18.21,59,55,56.75,1095,753,859.67,275,255,264.71,64,44,55.0,2
2026-11-12 05:58:00 to 2026-11-12 06:28:00,23,62,584,308,41,23,21,22.24,63,57,59.76,818,475,590.03,315,295,306.45,49,29,38.45,5
2026-11-12 11:30:00 to 2026-11-12 12:00:00,19,69,833,401,51,23,19,20.55,69,54,60.23,1368,704,981.74,406,386,395.16,57,37,47.52,2
2026-11-14 11:32:00 to 2026-11-14 12:02:00,25,51,820,493,39,25,25,25.0,51,51,51.0,820,793,803.0,498,486,492.33,50,36,41.67,3
2026-11-14 14:54:00 to 2026-11-14 15:24:00,26,59,633,468,30,27,26,26.16,59,54,56.36,800,527,619.2,478,460,467.12,46,27,36.6,4
2026-11-14 18:37:00 to 2026-11-14 19:07:00,26,57,1283,697,56,29,25,26.77,60,47,53.29,1489,766,1077.74,709,689,698.16,71,52,61.87,1
2026-11-15 03:02:00 to 2026-11-15 03:32:00,24,53,927,267,36,25,24,24.29,59,51,54.97,927,499,648.29,285,267,275.9,49,31,40.74,4
2026-11-15 03:52:00 to 2026-11-15 04:22:00,21,40,761,454,59,27,21,21.94,65,34,42.74,1190,497,672.9,472,269,415.35,67,30,51.61,4
2026-11-16 13:53:00 to 2026-11-16 14:23:00,22,45,1877,716,67,24,18,21.13,55,35,46.23,1877,827,1271.19,735,716,727.06,68,48,57.81,1
2026-11-18 15:58:00 to 2026-11-18 16:28:00,19,49,814,355,58,19,18,18.17,51,47,48.24,887,571,681.38,369,350,358.83,63,43,53.03,3
2026-11-20 23:23:00 to 2026-11-20 23:53:00,17,62,937,465,75,20,17,18.55,62,49,54.9,1088,698,891.32,465,445,453.16,78,58,68.19,2
2026-11-23 01:37:00 to 2026-11-23 02:07:00,24,48,1105,272,55,25,21,22.65,66,47,55.1,1768,939,1225.0,275,256,267.03,67,48,56.97,3
2026-11-23 07:00:00 to 2026-11-23 07:30:00,20,56,960,625,38,22,20,21.13,56,50,52.1,960,550,683.1,645,625,633.74,49,29,41.13,3
2026-11-24 17:35:00 to 2026-11-24 18:05:00,24,59,774,393,79,24,24,24.0,60,59,59.17,774,721,745.17,411,392,398.17,79,61,70.17,1
2026-11-25 05:41:00 to 2026-11-25 06:11:00,24,46,832,378,69,24,24,24.0,46,44,45.08,832,712,765.33,391,372,380.33,78,59,66.42,1
2026-11-25 15:54:00 to 2026-11-25 16:24:00,20,49,828,784,41,20,19,19.12,49,44,45.6,901,600,707.4,790,770,782.24,51,31,42.36,3
2026-11-27 00:40:00 to 2026-11-27 01:10:00,22,39,792,404,41,22,22,22.0,41,39,40.0,835,742,788.64,416,396,408.0,51,34,43.18,5
2026-11-29 10:53:00 to 2026-11-29 11:23:00,20,38,524,279,44,21,20,20.17,38,34,35.62,687,400,491.79,288,268,278.21,60,41,47.38,4
2026-11-29 21:38:00 to 2026-11-29 22:08:00,20,52,798,700,52,20,20,20.0,52,51,51.33,811,710,749.67,700,686,694.44,52,33,39.89,2
2026-11-30 07:58:00 to 2026-11-30 08:28:00,24,51,674,567,31,24,23,23.1,57,50,52.55,795,428,559.03,586,566,574.59,47,30,37.66,5
2026-12-01 10:52:00 to 2026-12-01 11:22:00,20,40,722,324,35,21,20,20.17,42,39,40.57,750,518,606.78,332,312,323.57,47,27,36.91,5
2026-12-02 12:39:00 to 2026-12-02 13:09:00,18,51,744,278,67,18,18,18.0,53,51,51.9,792,710,740.4,280,262,271.3,67,50,59.3,3
2026-12-04 23:41:00 to 2026-12-05 00:11:00,19,60,743,697,68,19,19,19.0,61,60,60.33,748,636,684.42,705,690,697.67,69,49,58.42,2
2026-12-05 11:43:00 to 2026-12-05 12:13:00,18,45,536,436,63,18,18,18.0,46,43,44.43,536,419,468.5,445,427,438.86,70,51,58.71,2
2026-12-05 14:43:00 to 2026-12-05 15:13:00,24,52,805,565,37,26,22,23.97,52,32,41.45,1326,570,883.03,571,552,561.87,51,31,41.94,3
2026-12-05 16:44:00 to 2026-12-05 17:14:00,20,37,809,763,74,21,20,20.07,37,34,35.6,810,625,683.93,779,759,766.47,74,59,67.53,2
2026-12-07 23:34:00 to 2026-12-08 00:04:00,20,55,748,330,46,20,20,20.0,55,54,54.2,761,737,750.0,330,312,321.4,50,37,44.4,4
2026-12-08 01:41:00 to 2026-12-08 02:11:00,24,58,454,554,42,24,24,24.0,60,58,58.33,525,409,453.67,571,553,562.25,60,41,51.0,5
2026-12-10 09:33:00 to 2026-12-10 10:03:00,25,50,505,225,49,25,25,25.0,50,50,50.0,522,495,506.5,227,217,223.75,49,32,40.5,3
2026-12-11 19:09:00 to 2026-12-11 19:39:00,23,40,748,554,67,24,22,23.19,43,34,38.29,1172,708,873.42,570,551,559.77,67,48,57.71,4
2026-12-13 21:54:00 to 2026-12-13 22:24:00,20,63,764,374,44,21,20,20.12,63,58,60.6,783,452,581.56,381,362,372.4,62,42,53.2,5
2026-12-14 07:10:00 to 2026-12-14 07:40:00,21,44,863,663,38,22,19,20.32,45,35,40.55,1090,572,766.39,663,644,651.94,55,35,43.87,5
2026-12-15 16:45:00 to 2026-12-15 17:15:00,20,61,492,718,44,20,20,20.0,61,59,60.5,600,433,492.81,724,705,715.5,45,27,37.0,4
2026-12-17 18:54:00 to 2026-12-17 19:24:00,21,40,778,435,43,21,20,20.04,43,37,39.4,878,618,713.64,454,435,443.2,47,27,39.2,3
2026-12-19 00:06:00 to 2026-12-19 00:36:00,18,61,754,215,50,19,17,18.23,62,54,57.13,1074,706,843.81,217,197,207.74,69,49,58.23,4
2026-12-21 08:31:00 to 2026-12-21 09:01:00,23,41,1105,268,38,23,20,21.68,51,36,41.48,1449,695,1005.1,276,259,266.84,48,28,36.74,3
2026-12-21 17:56:00 to 2026-12-21 18:26:00,27,44,854,235,39,27,26,26.19,48,42,44.85,854,518,650.89,243,223,233.04,47,27,36.89,3
2026-12-23 06:17:00 to 2026-12-23 06:47:00,24,37,1403,689,55,25,22,23.45,45,34,39.23,1403,745,967.19,705,687,697.13,59,39,50.03,1
2026-12-24 07:40:00 to 2026-12-24 08:10:00,23,35,912,780,67,23,23,23.0,36,34,35.18,912,788,833.73,783,767,776.45,72,57,66.91,1
2026-12-26 18:55:00 to 2026-12-26 19:25:00,21,57,715,249,56,22,21,21.04,58,52,54.54,771,464,560.42,260,242,249.62,74,55,63.85,5
2026-12-26 22:44:00 to 2026-12-26 23:14:00,27,48,745,344,33,27,26,26.13,49,46,47.27,762,587,648.4,347,328,337.33,52,32,38.27,3
2026-12-29 10:14:00 to 2026-12-29 10:44:00,27,43,879,294,46,28,25,26.52,53,42,47.9,1181,731,931.23,310,291,301.81,49,29,39.65,4
2026-12-30 15:15:00 to 2026-12-30 15:45:00,26,47,1390,470,56,27,25,26.32,56,47,51.52,1390,856,1063.32,478,459,467.55,71,51,61.19,2
2027-01-01 16:33:00 to 2027-01-01 17:03:00,19,59,532,613,74,19,19,19.0,59,59,59.0,532,512,519.5,613,599,605.5,75,68,71.5,2
2027-01-03 00:37:00 to 2027-01-03 01:07:00,23,41,1203,250,29,26,22,23.74,47,33,39.55,1373,573,914.26,268,250,259.39,45,25,35.52,3
2027-01-03 04:32:00 to 2027-01-03 05:02:00,26,36,691,241,55,26,26,26.0,36,36,36.0,691,664,674.33,241,223,233.0,55,46,49.67,4
2027-01-04 06:54:00 to 2027-01-04 07:24:00,21,58,682,496,35,21,20,20.16,59,54,56.56,719,473,583.36,498,478,489.28,52,32,40.4,5
2027-01-05 14:23:00 to 2027-01-05 14:53:00,20,63,1213,596,30,22,19,20.48,67,56,61.77,1257,630,872.71,616,596,605.16,49,29,40.45,4
2027-01-06 23:33:00 to 2027-01-07 00:03:00,19,44,429,391,50,19,19,19.0,44,44,44.0,436,412,423.0,403,391,396.75,61,50,54.75,5
2027-01-09 02:33:00 to 2027-01-09 03:03:00,26,48,796,789,49,26,26,26.0,48,48,48.0,796,769,780.5,789,775,782.5,49,41,47.0,3
2027-01-11 08:51:00 to 2027-01-11 09:21:00,27,34,703,538,60,27,26,26.18,39,34,36.18,703,419,511.77,554,538,546.64,78,58,67.55,3
2027-01-11 10:58:00 to 2027-01-11 11:28:00,19,58,714,428,53,20,19,19.21,65,58,60.72,782,436,562.55,439,420,428.83,56,36,47.9,4
2027-01-12 23:14:00 to 2027-01-12 23:44:00,26,62,633,574,63,27,24,25.48,65,54,58.84,1094,578,758.74,577,558,566.0,73,53,62.81,1
2027-01-13 09:42:00 to 2027-01-13 10:12:00,22,58,731,500,53,22,22,22.0,60,57,58.38,853,691,750.0,519,499,509.85,62,49,55.15,3
2027-01-15 12:53:00 to 2027-01-15 13:23:00,25,43,628,515,57,25,24,24.12,47,42,44.46,685,407,512.83,519,500,510.58,77,57,68.04,3
2027-01-17 23:30:00 to 2027-01-18 00:00:00,26,54,514,685,46,26,26,26.0,54,54,54.0,514,514,514.0,685,685,685.0,46,46,46.0,5
2027-01-20 01:36:00 to 2027-01-20 02:06:00,19,40,745,221,52,19,19,19.0,40,39,39.29,745,688,717.57,237,221,227.43,72,52,60.86,4
2027-01-22 09:51:00 to 2027-01-22 10:21:00,24,53,961,486,51,25,20,21.61,60,39,47.81,1642,782,1224.71,489,469,480.77,51,31,40.97,4
2027-01-24 11:08:00 to 2027-01-24 11:38:00,27,36,637,707,40,28,25,26.19,41,33,36.45,983,507,677.61,709,690,699.71,57,37,46.9,3
2027-01-25 17:12:00 to 2027-01-25 17:42:00,27,56,1339,428,44,28,25,26.26,60,49,53.55,1353,784,993.23,428,408,417.52,64,44,54.65,1
2027-01-28 00:20:00 to 2027-01-28 00:50:00,25,49,1496,789,62,25,22,23.65,56,43,48.35,1496,842,1077.45,800,781,790.42,65,45,55.06,1
2027-01-28 06:53:00 to 2027-01-28 07:23:00,20,61,931,501,56,21,20,20.21,61,58,59.67,943,624,740.96,507,489,497.25,62,42,52.33,4
2027-01-29 09:43:00 to 2027-01-29 10:13:00,23,55,981,554,55,25,21,22.77,68,49,56.65,1559,635,976.65,566,546,554.58,61,41,51.06,2
2027-01-29 12:58:00 to 2027-01-29 13:28:00,25,53,1144,784,43,26,25,25.17,59,53,56.0,1144,726,854.66,794,775,784.48,50,31,40.21,3
2027-01-29 13:35:00 to 2027-01-29 14:05:00,24,36,688,613,45,27,24,25.22,63,35,52.07,1523,651,1029.44,795,597,743.0,59,30,41.78,4
2027-01-31 01:35:00 to 2027-01-31 02:05:00,24,58,667,418,62,24,24,24.0,58,58,58.0,687,635,660.5,418,407,412.5,80,60,64.33,4
2027-02-01 06:12:00 to 2027-02-01 06:42:00,22,57,938,752,45,24,21,22.42,66,55,59.26,1270,755,971.16,758,739,749.03,47,28,36.19,4
2027-02-01 16:42:00 to 2027-02-01 17:12:00,25,47,1256,706,55,28,24,25.32,58,41,48.58,1347,567,945.97,724,705,714.06,69,49,60.39,1
2027-02-02 21:45:00 to 2027-02-02 22:15:00,20,40,806,458,56,20,19,19.12,40,37,38.44,925,766,834.0,465,448,457.31,70,50,58.88,2
2027-02-04 07:48:00 to 2027-02-04 08:18:00,23,58,761,297,55,23,23,23.0,60,57,58.37,761,516,589.79,298,280,288.68,73,55,65.21,2
2027-02-06 09:34:00 to 2027-02-06 10:04:00,26,38,457,339,45,26,26,26.0,38,38,38.0,457,404,429.8,339,323,332.6,54,38,45.2,4
2027-02-08 11:13:00 to 2027-02-08 11:43:00,19,37,885,297,62,20,18,19.32,44,34,38.58,1290,745,941.0,314,294,301.97,80,60,68.35,1
2027-02-10 21:59:00 to 2027-02-10 22:29:00,25,43,849,299,57,25,24,24.27,47,41,43.83,849,433,537.47,299,279,289.9,58,39,48.4,3
2027-02-13 00:14:00 to 2027-02-13 00:44:00,24,43,1283,585,65,24,21,22.39,51,42,45.42,1283,720,933.48,601,581,590.77,66,46,56.87,1
2027-02-15 03:06:00 to 2027-02-15 03:36:00,24,38,910,579,32,25,24,24.23,46,37,39.94,988,539,710.9,582,562,573.19,47,27,37.32,4
2027-02-15 09:19:00 to 2027-02-15 09:49:00,21,59,705,569,51,23,20,21.35,60,46,50.74,1099,479,704.94,581,561,571.29,64,44,55.81,4
2027-02-17 10:47:00 to 2027-02-17 11:17:00,26,57,884,775,33,27,26,26.11,58,54,55.67,902,764,829.22,783,765,774.44,51,33,42.0,2
2027-02-19 14:35:00 to 2027-02-19 15:05:00,26,42,542,271,69,26,26,26.0,42,42,42.0,542,517,533.33,277,258,267.83,76,62,69.33,1
2027-02-21 17:13:00 to 2027-02-21 17:43:00,26,57,1022,559,41,28,25,26.42,62,53,56.97,1220,759,990.94,576,559,566.42,51,31,40.84,2
2027-02-23 01:22:00 to 2027-02-23 01:52:00,22,36,1205,769,41,22,20,20.71,44,33,39.29,1378,772,1011.97,776,756,768.71,58,39,47.61,2
2027-02-24 09:31:00 to 2027-02-24 10:01:00,26,58,703,649,44,26,26,26.0,58,58,58.0,703,692,697.5,667,649,658.0,49,44,46.5,3
2027-02-25 20:35:00 to 2027-02-25 21:05:00,21,51,543,678,39,21,21,21.0,51,51,51.0,546,496,523.67,684,667,675.17,57,39,44.83,5
2027-02-25 23:11:00 to 2027-02-25 23:41:00,25,52,898,596,47,25,23,23.52,60,51,54.77,1085,648,808.81,608,588,598.35,55,35,43.19,4
2027-02-26 00:39:00 to 2027-02-26 01:09:00,26,42,636,315,46,27,26,26.09,54,40,41.64,1214,557,657.36,599,302,335.18,48,34,40.0,5
2027-02-28 11:12:00 to 2027-02-28 11:42:00,23,58,647,376,49,23,21,22.39,61,53,56.68,1006,598,765.19,376,357,366.94,63,44,54.45,5
2027-03-01 19:48:00 to 2027-03-01 20:18:00,24,45,731,235,43,25,24,24.05,45,41,42.32,731,507,581.47,251,232,242.63,53,34,41.21,5
2027-03-02 03:58:00 to 2027-03-02 04:28:00,25,44,801,468,61,26,25,25.21,45,39,41.9,878,554,688.17,479,460,469.48,64,45,53.62,1
2027-03-02 09:56:00 to 2027-03-02 10:26:00,21,51,845,698,25,22,21,21.15,52,47,48.63,897,638,735.19,703,684,695.44,45,25,35.56,3
2027-03-02 17:31:00 to 2027-03-02 18:01:00,20,56,500,363,36,20,20,20.0,56,56,56.0,500,494,497.0,363,357,360.0,48,36,42.0,4
2027-03-04 18:39:00 to 2027-03-04 19:09:00,19,56,634,257,40,19,19,19.0,56,55,55.2,634,530,572.4,268,252,259.7,56,37,46.8,4
2027-03-07 02:43:00 to 2027-03-07 03:13:00,24,41,809,642,45,25,24,24.07,42,40,40.5,809,633,697.64,654,638,644.43,58,38,48.57,3
2027-03-07 03:39:00 to 2027-03-07 04:09:00,19,51,546,714,34,27,19,23.61,52,36,44.51,1534,501,934.29,726,638,664.2,58,34,46.51,4
2027-03-07 11:55:00 to 2027-03-07 12:25:00,25,40,933,210,29,25,24,24.19,46,40,42.69,1052,744,856.58,226,206,215.08,46,26,35.04,4
2027-03-09 13:40:00 to 2027-03-09 14:10:00,21,37,689,658,51,21,21,21.0,38,37,37.18,717,635,674.73,674,655,663.73,64,45,55.64,3
2027-03-10 23:45:00 to 2027-03-11 00:15:00,23,41,796,297,56,23,23,23.0,41,37,38.69,818,696,751.25,297,280,289.56,66,50,55.44,2
2027-03-11 06:50:00 to 2027-03-11 07:20:00,24,54,533,371,52,25,24,24.05,55,52,52.52,617,403,493.38,383,363,371.67,59,39,48.81,5
2027-03-13 15:36:00 to 2027-03-13 16:06:00,26,54,716,701,59,26,26,26.0,54,53,53.14,750,703,718.57,705,690,698.57,70,57,60.86,2
2027-03-15 18:58:00 to 2027-03-15 19:28:00,26,39,778,564,46,26,25,25.21,40,34,36.79,837,518,659.45,571,553,562.14,50,30,39.93,2
2027-03-15 20:31:00 to 2027-03-15 21:01:00,20,37,707,411,55,20,20,20.0,37,37,37.0,707,695,701.0,411,408,409.5,55,52,53.5,5
2027-03-18 08:48:00 to 2027-03-18 09:18:00,18,52,596,398,42,18,18,18.0,53,50,51.16,743,559,626.16,401,382,391.89,59,42,50.42,4
2027-03-19 20:41:00 to 2027-03-19 21:11:00,18,53,531,472,63,18,18,18.0,54,52,52.92,607,498,541.58,476,456,469.17,66,48,55.67,3
2027-03-21 02:52:00 to 2027-03-21 03:22:00,19,58,668,336,50,20,19,19.04,58,53,55.57,751,528,630.57,348,330,338.22,66,49,55.78,5
2027-03-23 05:11:00 to 2027-03-23 05:41:00,27,39,539,584,32,27,24,25.39,44,35,38.52,998,475,618.03,590,570,581.1,52,32,41.55,5
2027-03-25 11:54:00 to 2027-03-25 12:24:00,24,53,765,582,79,24,23,23.12,58,52,54.64,930,625,715.72,583,564,572.96,79,60,70.12,3
2027-03-27 15:43:00 to 2027-03-27 16:13:00,24,54,734,513,36,25,24,24.07,55,53,54.14,734,566,625.57,519,503,512.64,46,27,36.21,5
2027-03-30 02:49:00 to 2027-03-30 03:19:00,24,52,941,222,41,24,23,23.1,56,52,53.55,952,737,827.35,238,220,227.15,49,30,39.45,4
2027-04-01 05:53:00 to 2027-04-01 06:23:00,27,54,1652,589,43,27,22,24.1,54,34,46.29,1652,586,1063.19,607,588,597.97,48,29,38.1,1
2027-04-02 08:06:00 to 2027-04-02 08:36:00,24,59,1024,318,28,26,24,24.32,64,56,59.0,1155,678,836.68,318,298,307.26,48,28,37.45,2
2027-04-03 17:45:00 to 2027-04-03 18:15:00,25,40,529,759,39,25,24,24.06,42,38,39.56,636,478,548.88,766,746,756.0,54,36,46.56,5
2027-04-06 01:09:00 to 2027-04-06 01:39:00,24,44,850,253,44,25,23,24.29,44,37,40.58,955,551,726.29,266,248,254.94,60,40,49.16,4
2027-04-06 03:56:00 to 2027-04-06 04:26:00,27,50,706,309,48,27,26,26.19,53,48,50.37,883,595,705.33,323,303,315.0,64,45,53.89,5
2027-04-06 13:43:00 to 2027-04-06 14:13:00,23,37,583,427,27,23,22,22.07,37,35,35.57,608,461,519.5,438,420,427.14,43,26,32.43,5
2027-04-08 23:39:00 to 2027-04-09 00:09:00,22,47,671,275,31,22,22,22.0,47,45,46.2,725,620,654.9,275,255,263.2,37,26,31.7,5
2027-04-09 05:36:00 to 2027-04-09 06:06:00,21,48,846,795,73,25,21,23.06,49,36,43.23,1469,846,1136.58,806,788,797.39,74,55,66.13,3
2027-04-10 08:56:00 to 2027-04-10 09:26:00,21,44,772,648,40,22,21,21.22,47,42,44.37,891,548,648.59,651,631,641.48,48,31,37.7,3
2027-04-12 19:34:00 to 2027-04-12 20:04:00,18,42,573,231,50,18,18,18.0,42,42,42.0,573,528,547.2,235,226,229.6,50,42,46.4,3
2027-04-14 06:36:00 to 2027-04-14 07:06:00,26,44,673,289,59,26,26,26.0,44,43,43.29,673,591,623.29,305,289,298.14,59,41,47.29,3
2027-04-14 09:36:00 to 2027-04-14 10:06:00,23,53,534,365,37,23,23,23.0,53,52,52.43,560,486,514.86,371,351,362.57,43,27,37.43,4
2027-04-16 20:26:00 to 2027-04-16 20:56:00,24,44,1294,384,43,26,23,24.71,48,34,40.45,1477,787,1091.29,393,373,382.58,63,43,53.55,3
2027-04-18 05:05:00 to 2027-04-18 05:35:00,22,38,1087,407,69,26,20,23.23,65,38,50.58,1963,843,1267.42,427,407,416.26,72,52,62.81,1
2027-04-18 13:39:00 to 2027-04-18 14:09:00,26,37,671,577,75,26,26,26.0,38,36,37.2,738,642,665.9,577,557,570.2,78,59,71.2,1
2027-04-18 19:30:00 to 2027-04-18 20:00:00,20,45,546,376,44,20,20,20.0,45,45,45.0,546,546,546.0,376,376,376.0,44,44,44.0,5
2027-04-18 20:54:00 to 2027-04-18 21:24:00,18,38,565,452,46,24,18,19.8,60,37,43.64,1526,424,807.46,452,358,401.04,59,37,46.82,4
2027-04-19 05:38:00 to 2027-04-19 06:08:00,26,53,579,416,46,26,26,26.0,54,53,53.44,579,536,560.0,416,399,407.33,47,28,37.33,3
2027-04-21 11:53:00 to 2027-04-21 12:23:00,24,53,1489,503,38,26,21,22.77,74,53,63.26,1489,552,996.26,513,493,503.42,48,30,37.74,3
2027-04-23 20:02:00 to 2027-04-23 20:32:00,23,61,946,392,68,25,23,24.23,64,57,59.58,1036,691,822.71,407,387,397.13,78,58,67.29,1
2027-04-26 01:46:00 to 2027-04-26 02:16:00,27,41,755,476,63,27,26,26.12,45,41,42.29,755,568,634.65,476,458,467.35,67,47,56.47,1
2027-04-27 04:42:00 to 2027-04-27 05:12:00,19,58,785,247,47,20,19,19.08,58,56,56.77,809,688,743.46,261,242,249.69,56,40,47.15,4
2027-04-29 12:05:00 to 2027-04-29 12:35:00,21,47,1169,478,43,21,19,20.32,49,41,44.03,1169,704,868.35,478,458,468.45,54,35,42.97,3
2027-04-29 19:59:00 to 2027-04-29 20:29:00,24,51,819,222,46,25,24,24.1,53,45,47.97,1095,677,802.03,237,217,228.43,63,43,53.9,5
2027-04-29 23:39:00 to 2027-04-30 00:09:00,26,41,648,429,46,26,26,26.0,42,40,40.4,648,537,578.7,442,423,432.4,48,28,39.4,3
2027-05-01 11:15:00 to 2027-05-01 11:45:00,22,44,870,233,34,23,20,21.55,49,39,43.97,1272,808,1002.87,240,220,231.42,50,30,39.71,3
2027-05-01 13:34:00 to 2027-05-01 14:04:00,18,40,817,371,54,18,18,18.0,40,40,40.0,817,782,800.6,372,355,364.8,59,49,55.4,1
2027-05-03 16:35:00 to 2027-05-03 17:05:00,21,52,839,781,40,21,21,21.0,52,51,51.17,839,794,813.67,793,779,787.0,47,36,42.17,4
2027-05-05 03:25:00 to 2027-05-05 03:55:00,24,39,792,320,43,24,20,21.77,52,38,43.97,1123,519,842.68,331,312,319.74,62,43,52.52,5
2027-05-05 12:07:00 to 2027-05-05 12:37:00,28,42,1236,287,68,28,26,26.48,42,34,37.03,1236,748,928.74,307,287,295.94,72,52,63.52,1
2027-05-06 15:08:00 to 2027-05-06 15:38:00,21,35,967,693,47,22,19,20.39,41,32,35.32,967,480,659.87,700,681,693.0,53,34,44.61,4
2027-05-07 20:32:00 to 2027-05-07 21:02:00,25,38,625,369,41,25,25,25.0,38,38,38.0,625,613,617.67,381,369,373.67,43,38,40.67,4
2027-05-08 08:31:00 to 2027-05-08 09:01:00,26,54,495,343,62,26,26,26.0,54,54,54.0,495,490,492.5,354,343,348.5,67,62,64.5,3
2027-05-09 13:01:00 to 2027-05-09 13:31:00,28,62,1738,362,61,29,23,26.61,72,49,61.71,1908,949,1400.06,362,343,352.19,71,51,60.06,1
2027-05-10 18:41:00 to 2027-05-10 19:11:00,25,34,482,445,44,25,25,25.0,36,34,34.75,519,407,442.75,453,433,445.0,51,31,40.67,5
2027-05-11 21:35:00 to 2027-05-11 22:05:00,26,44,719,442,43,26,26,26.0,44,43,43.17,719,659,678.83,442,435,437.83,52,43,45.83,5
2027-05-11 22:57:00 to 2027-05-11 23:27:00,22,46,831,630,40,22,21,21.14,46,40,41.57,1082,698,793.68,644,625,635.07,54,35,44.82,5
2027-05-14 06:31:00 to 2027-05-14 07:01:00,20,40,610,643,55,20,20,20.0,40,40,40.0,610,600,605.0,643,643,643.0,55,39,47.0,3
2027-05-15 13:32:00 to 2027-05-15 14:02:00,23,38,553,665,54,23,23,23.0,38,38,38.0,553,525,537.33,665,664,664.33,54,50,52.67,4
2027-05-17 22:35:00 to 2027-05-17 23:05:00,25,46,1309,687,36,27,24,25.61,56,40,45.71,1432,636,974.52,687,668,678.65,53,34,45.58,3
2027-05-20 09:39:00 to 2027-05-20 10:09:00,18,46,644,243,57,18,18,18.0,47,45,45.5,684,608,639.4,249,229,241.2,69,54,62.4,3
2027-05-20 18:05:00 to 2027-05-20 18:35:00,25,35,1429,474,73,28,23,25.45,60,35,46.42,1880,883,1415.58,487,467,477.71,75,55,65.68,1
2027-05-23 00:31:00 to 2027-05-23 01:01:00,18,42,628,489,50,18,18,18.0,42,42,42.0,628,623,625.5,489,477,483.0,50,48,49.0,3
2027-05-24 07:05:00 to 2027-05-24 07:35:00,21,61,951,456,61,21,19,20.19,63,57,59.68,951,529,669.84,460,441,451.48,73,53,60.9,3
2027-05-25 18:41:00 to 2027-05-25 19:11:00,20,56,740,585,63,20,20,20.0,56,55,55.5,740,580,626.5,603,585,593.0,74,54,61.0,4
2027-05-26 07:32:00 to 2027-05-26 08:02:00,23,44,1204,283,50,23,19,20.71,51,36,44.1,1513,742,1050.94,285,266,276.48,58,38,49.03,3
2027-05-28 07:38:00 to 2027-05-28 08:08:00,18,40,874,562,53,18,18,18.0,40,39,39.33,874,791,823.67,566,553,561.56,53,41,46.0,3
2027-05-28 09:35:00 to 2027-05-28 10:05:00,24,45,811,676,48,24,24,24.0,45,45,45.0,823,781,804.0,687,672,678.17,62,48,57.33,5
2027-05-29 19:08:00 to 2027-05-29 19:38:00,21,65,939,523,62,23,20,21.39,67,58,61.32,939,430,613.58,523,505,514.74,70,50,58.84,3
2027-05-31 21:31:00 to 2027-05-31 22:01:00,24,38,1129,565,59,24,20,22.16,53,38,44.16,1432,761,1030.06,575,555,565.26,75,55,65.16,1
2027-06-01 08:24:00 to 2027-06-01 08:54:00,23,54,704,579,53,24,21,22.74,67,54,59.61,1244,650,876.55,596,577,585.74,56,38,47.45,5
2027-06-01 16:33:00 to 2027-06-01 17:03:00,24,49,685,431,75,24,24,24.0,49,49,49.0,685,649,664.25,431,415,425.25,75,64,69.5,4
2027-06-02 00:15:00 to 2027-06-02 00:45:00,22,62,1163,763,79,22,20,20.55,63,54,58.45,1271,835,1006.35,777,757,767.32,80,60,69.94,1
2027-06-04 03:19:00 to 2027-06-04 03:49:00,20,47,869,568,57,22,19,20.52,55,44,48.71,1072,503,727.42,568,548,557.97,75,56,65.16,4
2027-06-05 06:35:00 to 2027-06-05 07:05:00,19,44,479,675,72,19,19,19.0,44,44,44.0,509,452,471.17,693,673,680.33,72,54,65.0,4
2027-06-05 16:32:00 to 2027-06-05 17:02:00,18,40,657,726,63,18,18,18.0,40,40,40.0,657,633,644.0,726,710,716.67,73,63,67.67,1
